lat,lon,type,name,tags
49.2260122,-122.998492,clothes,Levi's,"{'brand:wikidata': 'Q127962', 'wheelchair': 'yes', 'website': 'https://locations.levi.com/en-ca/bc/burnaby/denim_burnaby_bc_ca101.html', 'addr:housenumber': '4800', 'phone': '+1-604-438-5384', 'level': '1', 'brand:wikipedia': 'en:Levi Strauss & Co.', 'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:00', 'name:en': ""Levi's"", 'addr:street': 'Kingsway', 'brand': ""Levi's"", 'clothes': 'denim;men;women'}"
49.2262165,-122.998726,cosmetics,Skoah,"{'website': 'https://www.skoah.com/pages/skoah-metrotown', 'addr:housenumber': '4800', 'phone': '+1-604-433-0200', 'level': '1', 'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:00', 'addr:street': 'Kingsway', 'addr:unit': '309'}"
49.2256036,-122.998989,shoes,A Step Ahead Footwear,"{'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:00', 'wheelchair': 'yes', 'website': 'https://www.astepaheadfootwear.com/', 'name:en': 'A Step Ahead Footwear', 'phone': '+1-604-437-5600', 'level': '1'}"
49.2253015,-122.99914,clothes,Metropolis Alterations,"{'website': 'https://www.metropolisalterations.com/', 'addr:housenumber': '4800', 'phone': '+1-604-438-8974', 'level': '1', 'addr:street': 'Kingsway', 'email': 'metropolisalterations@gmail.com', 'addr:unit': '364'}"
49.2252605,-122.9997062,jewelry,J&M Coin & Jewellery,"{'level': '1', 'name:en': 'J&M Coin & Jewellery'}"
49.2258926,-122.999387,clothes,Kate Spade New York,"{'brand:wikidata': 'Q6375797', 'wheelchair': 'yes', 'website': 'https://www.katespade.com/stores/ca/bc/burnaby/332-4800-kingsway', 'addr:housenumber': '4800', 'phone': '+1-778-452-9827', 'level': '1', 'brand:wikipedia': 'en:Kate Spade New York', 'opening_hours': 'Mo-Sa 10:00-19:00; Su 11:00-19:00', 'short_name': 'Kate Spade', 'addr:street': 'Kingsway', 'brand': 'Kate Spade New York', 'addr:unit': '332'}"
49.2264152,-122.999927,clothes,Garage,"{'brand:wikidata': 'Q5521860', 'level': '1', 'brand': 'Garage', 'brand:wikipedia': 'en:Garage (clothing retailer)', 'clothes': 'women'}"
49.2265252,-123.0002109,cosmetics,Aveda,"{'brand:wikidata': 'Q4827965', 'name:en': 'Aveda', 'level': '1', 'brand': 'Aveda', 'brand:wikipedia': 'en:Aveda'}"
49.2267555,-123.000043,clothes,Boathouse,"{'level': '1', 'website': 'https://boathousestores.com/'}"
49.2269805,-122.999264,clothes,Old Navy,"{'brand:wikidata': 'Q2735242', 'website': 'https://oldnavy.gapcanada.ca/stores/bc/burnaby/metropolis-3461', 'addr:housenumber': '4700', 'phone': '+1-604-451-9064', 'level': '1', 'brand:wikipedia': 'en:Old Navy', 'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:00', 'name:en': 'Old Navy', 'addr:street': 'Kingsway', 'brand': 'Old Navy', 'addr:unit': 'E14'}"
49.2266376,-123.000562,jewelry,Blue Ruby,"{'website': 'https://www.blueruby.com/', 'addr:housenumber': '4700', 'phone': '+1-604-454-9334', 'level': '1', 'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:00', 'addr:street': 'Kingsway', 'addr:unit': '2176'}"
49.2272336,-123.0005571,clothes,Plen+y,"{'level': '1', 'name:en': 'Plen+y'}"
49.2274662,-123.000422,gift,Max Zone,"{'level': '1', 'name:en': 'Max Zone'}"
49.2265684,-123.001324,cosmetics,Bath & Body Works,"{'brand:wikidata': 'Q810773', 'website': 'https://www.bathandbodyworks.ca/en/store-locator#/stores/BBW06077', 'addr:housenumber': '4700', 'phone': '+1-778-331-4346', 'level': '1', 'brand:wikipedia': 'en:Bath & Body Works', 'opening_hours': 'Tu-Sa 10:00-21:00; Su-Mo 11:00-19:00', 'name:en': 'Bath & Body Works', 'addr:street': 'Kingsway', 'brand': 'Bath & Body Works'}"
49.2263774,-122.9985593,shoes,G.A.M Shoes & Repair,{'level': '1'}
49.2256471,-122.9988829,clothes,Lucky Brand,"{'brand:wikidata': 'Q6697865', 'wheelchair': 'yes', 'level': '1', 'brand': 'Lucky Brand', 'brand:wikipedia': 'en:Lucky Brand Jeans'}"
49.2259647,-122.999638,clothes,Aritzia,"{'brand:wikidata': 'Q4791147', 'wheelchair': 'yes', 'website': 'https://www.aritzia.com/en/store?StoreID=aritzia-metrotown-burnaby', 'addr:housenumber': '4700', 'phone': '+1-604-430-4630', 'level': '1', 'brand:wikipedia': 'en:Aritzia', 'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:00', 'addr:street': 'Kingsway', 'brand': 'Aritzia', 'clothes': 'women'}"
49.2269969,-123.0004,clothes,Weekend Max Mara,"{'brand:wikidata': 'Q1151774', 'website': 'https://world.weekendmaxmara.com/store/0201055', 'addr:housenumber': '4700', 'phone': '+1-604-257-2381', 'level': '1', 'brand:wikipedia': 'en:Max Mara', 'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:00', 'addr:street': 'Kingsway', 'brand': 'Weekend Max Mara', 'clothes': 'women'}"
49.2270974,-122.999641,clothes,Gap Kids,"{'brand:wikidata': 'Q420822', 'name:en': 'Gap Kids', 'level': '1', 'brand': 'Gap', 'brand:wikipedia': 'en:Gap Inc.', 'clothes': 'children'}"
49.2266166,-123.000933,shoes,Ecco,"{'brand:wikidata': 'Q1280255', 'addr:housenumber': '4700', 'phone': '+1-604-430-3221', 'level': '1', 'brand:wikipedia': 'en:ECCO', 'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:00', 'addr:street': 'Kingsway', 'brand': 'Ecco', 'addr:unit': '2184'}"
49.2265815,-123.001201,clothes,La Vie en Rose,"{'brand:wikidata': 'Q4950452', 'website': 'https://www.lavieenrose.com/en/our-stores/0065-burnaby-metropolis-at-metrotown', 'addr:housenumber': '4800', 'phone': '+1-604-438-5161', 'level': '1', 'brand:wikipedia': 'en:Boutique La Vie en Rose', 'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:00', 'name:en': 'La Vie en Rose', 'addr:street': 'Kingsway', 'brand': 'La Vie en Rose', 'clothes': 'underwear;women'}"
49.2265444,-123.001544,clothes,Tip Top,"{'website': 'https://www.tiptop.ca/', 'addr:housenumber': '4800', 'phone': '+1-604-432-1282', 'level': '1', 'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:00', 'addr:street': 'Kingsway', 'clothes': 'men;suits', 'addr:unit': 'G41'}"
49.2262281,-122.999287,electronics,Apple Store,"{'brand:wikidata': 'Q421253', 'wheelchair': 'yes', 'website': 'https://www.apple.com/ca/retail/metrotown/', 'level': '1', 'brand:wikipedia': 'en:Apple Store', 'addr:unit': '320', 'addr:housenumber': '4700', 'phone': '+1-778-373-4810', 'opening_hours': 'Tu-Sa 10:00-21:00; Su-Mo 11:00-19:00', 'short_name': 'Apple', 'name:en': 'Apple Store', 'addr:street': 'Kingsway', 'brand': 'Apple Store'}"
49.226678,-123.000252,cosmetics,The Body Shop,"{'brand:wikidata': 'Q837851', 'website': 'https://www.thebodyshop.com/en-ca/store-details/metropolis-at-metrotown/1459', 'addr:housenumber': '4700', 'phone': '+1-604-439-9833', 'level': '1', 'brand:wikipedia': 'en:The Body Shop', 'opening_hours': 'Tu-Sa 10:00-21:00; Su-Mo 11:00-19:00', 'name:en': 'The Body Shop', 'addr:street': 'Kingsway', 'brand': 'The Body Shop'}"
49.2270184,-123.000116,cosmetics,Rocky Mountain Soap Co,"{'level': '1', 'fixme': 'Confirm if this still exists'}"
49.2268155,-122.999502,beauty,Eccotique Salon & Spa,"{'website': 'https://www.eccotique.com/pages/eccotique-spa-salon-at-metrotown-metropolis', 'addr:housenumber': '4820', 'addr:street': 'Kingsway', 'phone': '+1-604-439-0960', 'level': '1'}"
49.2264841,-123.001889,clothes,American Eagle Outfitters,"{'brand:wikidata': 'Q2842931', 'website': 'https://storelocations.ae.com/ca/bc/burnaby/2205-4700-kingsway.html', 'addr:housenumber': '4700', 'phone': '+1-604-430-0282', 'level': '1', 'brand:wikipedia': 'en:American Eagle Outfitters', 'opening_hours': 'Tu-Sa 10:00-21:00; Su-Mo 11:00-19:00', 'short_name': 'American Eagle', 'addr:street': 'Kingsway', 'brand': 'American Eagle Outfitters', 'clothes': 'men;women', 'addr:unit': '2205'}"
49.2257728,-122.998028,outdoor,Mountain Warehouse,"{'brand:wikidata': 'Q6925414', 'wheelchair': 'yes', 'website': 'https://www.mountainwarehouse.com/ca/stores/met/metropolis/', 'addr:housenumber': '4700', 'phone': '+1-604-433-1054', 'level': '1', 'brand:wikipedia': 'en:Mountain Warehouse', 'opening_hours': 'Mo-Sa 10:00-19:00; Su 11:00-19:00', 'addr:street': 'Kingsway', 'brand': 'Mountain Warehouse'}"
49.2258892,-122.998586,jewelry,Swarovski,"{'brand:wikidata': 'Q611115', 'wheelchair': 'yes', 'website': 'https://www.swarovski.com/en_GB-CA/store/0001823613/swarovski-store-metrotown-burnaby/', 'phone': '+1-604-629-0470', 'level': '1', 'brand:wikipedia': 'en:Swarovski', 'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:00', 'brand': 'Swarovski'}"
49.2260909,-122.998854,jewelry,Michael Hill,"{'brand:wikidata': 'Q3308250', 'wheelchair': 'yes', 'website': 'https://www.michaelhill.ca/stores/michael-hill-metrotown-centre', 'addr:housenumber': '4800', 'phone': '+1-778-330-7636', 'level': '1', 'brand:wikipedia': 'en:Michael Hill Jeweller', 'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:30', 'addr:street': 'Kingsway', 'brand': 'Michael Hill', 'addr:unit': '314'}"
49.2265252,-123.000624,shoes,Call It Spring,"{'brand:wikidata': 'Q7580363', 'website': 'https://www.callitspring.com/ca/en/store-locator/store/3135?overlay=crm&store-id=false', 'addr:housenumber': '4820', 'phone': '+1-778-329-0877', 'level': '1', 'brand:wikipedia': 'en:Call It Spring', 'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:00', 'addr:street': 'Kingsway', 'brand': 'Call It Spring', 'addr:unit': '266'}"
49.2261685,-123.000102,clothes,Dynamite,"{'brand:wikidata': 'Q3117385', 'wheelchair': 'yes', 'level': '1', 'brand': 'Dynamite', 'brand:wikipedia': 'en:Groupe Dynamite', 'clothes': 'women'}"
49.2268701,-123.000994,clothes,Indochino,"{'brand:wikidata': 'Q64448127', 'website': 'https://www.indochino.com/showroom/burnaby-metrotown', 'addr:housenumber': '4700', 'phone': '+1-604-436-1355', 'level': '1', 'brand:wikipedia': 'en:Indochino', 'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:00', 'addr:street': 'Kingsway', 'brand': 'Indochino', 'clothes': 'suits'}"
49.226917,-123.0007829,cosmetics,MAC Cosmetics,"{'brand:wikidata': 'Q2624442', 'short_name': 'M·A·C', 'level': '1', 'brand': 'MAC Cosmetics', 'brand:wikipedia': 'en:MAC Cosmetics'}"
49.2270892,-123.000853,clothes,Hollywood,{'level': '1'}
49.2272709,-123.000892,clothes,West 49,"{'brand:wikidata': 'Q7984218', 'fixme': 'Confirm this is still here', 'level': '1', 'brand': 'West 49', 'brand:wikipedia': 'en:West 49'}"
49.2257725,-122.9981525,gift,QE Home,{'level': '1'}
49.22596,-122.99858,gift,Saje Natural Wellness,"{'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:00', 'website': 'https://www.saje.com/ca/locations/BC/burnaby/metropolis-at-metrotown', 'addr:housenumber': '4700', 'addr:street': 'Kingsway', 'phone': '+1-604-434-2388', 'level': '1'}"
49.226315,-122.998626,clothes,Riviera,"{'website': 'http://rivieraladiesfashion.ca/', 'addr:housenumber': '4800', 'addr:street': 'Kingsway', 'phone': '+1-604-436-1159', 'clothes': 'women', 'addr:unit': '308'}"
49.2255413,-122.999049,clothes,Bellissima,"{'wheelchair': 'yes', 'website': 'https://www.serena-west.com/', 'addr:housenumber': '4800', 'phone': '+1-604-439-1336', 'level': '1', 'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:00; PH 11:00-19:00', 'addr:street': 'Kingsway'}"
49.2252432,-122.999363,gift,Dollar Daze,"{'website': 'http://www.dollardaze.ca/', 'addr:housenumber': '4800', 'phone': '+1-604-436-6160', 'level': '1', 'opening_hours': 'Mo-Sa 10:00-19:00; Su 11:00-19:00', 'addr:street': 'Kingsway', 'addr:unit': '360'}"
49.2272065,-122.9986285,clothes,Armani Exchange,"{'brand:wikidata': 'Q56045740', 'level': '1', 'operator:wikidata': 'Q2861975', 'name:en': 'AX Armani Exchange', 'operator:wikipedia': 'en:Armani', 'brand': 'Armani Exchange', 'clothes': 'men;women'}"
49.2265775,-123.000316,shoes,Geox,"{'brand:wikidata': 'Q588001', 'website': 'https://www.geox.com/en-CA/storedetails?StoreID=389016', 'phone': '+1-604-451-4369', 'level': '1', 'brand:wikipedia': 'en:Geox', 'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:00', 'name:en': 'Geox', 'brand': 'Geox', 'addr:unit': '2160'}"
49.2270371,-122.9999358,clothes,Gap,"{'brand:wikidata': 'Q420822', 'name:en': 'Gap', 'level': '1', 'brand': 'Gap', 'brand:wikipedia': 'en:Gap Inc.'}"
49.2274187,-122.9996099,gift,Sakura Media,"{'level': '1', 'name:en': 'Sakura Media'}"
49.2264146,-123.000598,clothes,Justice,"{'brand:wikidata': 'Q7857512', 'name:en': 'Justice', 'level': '1', 'brand': 'Justice', 'brand:wikipedia': 'en:Justice (store)'}"
49.2262065,-123.000192,cosmetics,L'Occitane,"{'brand:wikidata': 'Q1880676', 'website': 'https://www.loccitane.com/on/demandware.store/Sites-OCC_CA-Site/en_CA/Stores-ShowStore?id=03OCST031', 'addr:housenumber': '4700', 'phone': '+1-604-436-2140', 'level': '1', 'brand:wikipedia': ""en:L'Occitane en Provence"", 'opening_hours': 'Mo-Sa 10:00-21:00; Su 11:00-19:00', 'addr:street': 'Kingsway', 'brand': ""L'Occitane""}"
49.2264814,-123.000106,shoes,Aldo,"{'brand:wikidata': 'Q2832297', 'website': 'https://www.aldoshoes.com/ca/en/store-locator/store/1106', 'addr:housenumber': '4700', 'phone': '+1-604-430-6364', 'level': '1', 'brand:wikipedia': 'en:Aldo Group', 'opening_hours': 'Tu-Sa 10:00-21:00; Su-Mo 11:00-19:00', 'addr:street': 'Kingsway', 'brand': 'Aldo', 'addr:unit': '2315A'}"
49.2274079,-123.0005933,gift,Body Jewlz,{'level': '1'}
49.228893,-123.004748,gift,Forum,"{'addr:housenumber': '4500', 'name:en': 'Forum', 'addr:street': 'Kingsway', 'addr:unit': '1307'}"
49.229589,-123.00471,electronics,Igt,"{'addr:housenumber': '4500', 'name:en': 'Igt', 'addr:street': 'Kingsway', 'addr:unit': '1217'}"
49.2294796,-123.004852,beauty,Queena Beauty Boutique,"{'addr:housenumber': '4500', 'addr:street': 'Kingsway', 'level': '0', 'check_date': '2022-11-01', 'addr:unit': '1330'}"
49.2295242,-123.004686,gift,Showers Umbrella,"{'name:en': 'Showers Umbrella', 'addr:unit': '1337', 'addr:street': 'Kingsway'}"
49.2295725,-123.004783,gift,Cally Boutique,"{'wheelchair': 'yes', 'addr:housenumber': '4500', 'name:en': 'Cally Boutique', 'addr:street': 'Kingsway', 'level': '0', 'addr:unit': '1216'}"
49.2803728,-123.1070139,shoes,Amandas,{}
49.2802499,-123.1069783,gift,Touch of Africa,"{'addr:housenumber': '88', 'name:en': 'Touch of Africa', 'addr:street': 'West Pender Street', 'addr:city': 'Vancouver'}"
49.2799593,-123.1069214,clothes,Lg Cashmere,{'name:en': 'Lg Cashmere'}
49.2806278,-123.1068155,gift,Large Jade Antiques,{'name:en': 'Large Jade Antiques'}
49.2803725,-123.1069714,clothes,Dress Mi,"{'addr:housenumber': '88', 'name:en': 'Dress Mi', 'addr:street': 'West Pender Street', 'addr:city': 'Vancouver'}"
49.2803238,-123.1070162,gift,Potter's,"{'name:en': ""Potter's""}"
49.2800521,-123.1073252,gift,Catfe',{'addr:unit': '2035'}
49.2807589,-123.10716239999999,gift,Glory Link,{'name:en': 'Glory Link'}
49.2805815,-123.1071452,gift,World Kids Books,"{'addr:housenumber': '88', 'name:en': 'World Kids Books', 'addr:street': 'West Pender Street', 'addr:city': 'Vancouver'}"
49.2800951,-123.107105,gift,Leathern Touch,"{'addr:housenumber': '88', 'name:en': 'Leathern Touch', 'addr:street': 'West Pender Street', 'level': '0', 'addr:city': 'Vancouver'}"
49.2800357,-123.1068053,gift,Fancy Gift,{}
49.280052,-123.1067734,gift,One of a Kind Jade & Arts,{}
49.2801298,-123.1066456,convenience,Express News,{'addr:unit': '1187'}
49.2806408,-123.1071799,beauty,Cocoa,"{'addr:housenumber': '88', 'addr:street': 'West Pender Street', 'beauty': 'tanning', 'level': '0', 'addr:city': 'Vancouver'}"
49.2800419,-123.107184,gift,Loooks Wow,"{'addr:housenumber': '88', 'name:en': 'Loooks Wow', 'addr:street': 'West Pender Street', 'addr:city': 'Vancouver'}"
49.2803551,-123.1063062,convenience,Yoko Yaya,"{'addr:housenumber': '88', 'addr:street': 'West Pender Street', 'level': '0', 'addr:city': 'Vancouver'}"
49.2802457,-123.1064645,shoes,The Shoe Studio,"{'level': '0', 'addr:unit': '1189'}"
49.280491,-123.1062888,clothes,Krillapparel,"{'addr:housenumber': '88', 'name:en': 'Krillapparel', 'addr:street': 'West Pender Street', 'addr:city': 'Vancouver'}"
49.2804385,-123.1068623,gift,Beauty Green,{'name:en': 'Beauty Green'}
49.2803645,-123.1066918,electronics,Biz Net Canada,"{'addr:housenumber': '88', 'addr:street': 'West Pender Street', 'level': '0', 'addr:city': 'Vancouver'}"
49.280426,-123.1066531,gift,Body Nutrition,{}
49.2802167,-123.1068347,gift,Vikings Dragons,{}
49.2807418,-123.1067566,gift,Inglenuk,{'name:en': 'Inglenuk'}
49.2254996,-122.998933,clothes,Below The Belt,"{'website': 'https://www.belowthebelt.com/', 'addr:housenumber': '4700', 'addr:street': 'Kingsway', 'phone': '+1-604-439-0070', 'level': '-1', 'addr:unit': '1207'}"
49.2255289,-122.9994138,jewelry,Time's Fashion,"{'wheelchair': 'yes', 'level': '-1', 'name:en': ""Time's Fashion""}"
49.2251477,-122.9992956,bakery,Maxim’s Bakery,"{'opening_hours': 'Mo-Sa 09:00-19:00', 'outdoor_seating': 'no', 'level': '-1', 'takeaway': 'only', 'indoor_seating': 'no'}"
49.2256252,-122.999313,shoes,Payless ShoeSource,"{'brand:wikidata': 'Q7156755', 'level': '-1', 'brand': 'Payless ShoeSource', 'brand:wikipedia': 'en:Payless (footwear retailer)'}"
49.2260303,-122.9989222,clothes,Collector's Den,"{'level': '-1', 'name:en': ""Collector's Den""}"
49.225554,-122.998875,clothes,Le Château,"{'brand:wikidata': 'Q6506731', 'level': '-1', 'brand': 'Le Château', 'branch': 'Menswear', 'brand:wikipedia': 'en:Le Château'}"
49.2250946,-122.9993497,jewelry,Leonardo Jewellers,{'level': '-1'}
49.2254787,-122.9994689,gift,Gnc Live Well,"{'level': '-1', 'name:en': 'Gnc Live Well'}"
49.2849379,-123.0651823,alcohol,"Cold Beer, Wine, & Liquor Store","{'opening_hours': 'Mo-Su 09:00-23:00', 'addr:housenumber': '110-1901', 'addr:street': 'Dundas Street'}"
49.2291801,-123.005181,gift,Bona Vista,"{'wheelchair': 'yes', 'addr:housenumber': '4500', 'name:en': 'Bona Vista', 'addr:street': 'Kingsway', 'level': '0', 'addr:unit': '1207'}"
49.2291086,-123.005041,gift,Cuisine Talent,"{'addr:housenumber': '4500', 'name:en': 'Cuisine Talent', 'addr:street': 'Kingsway', 'addr:unit': '1315'}"
49.2288122,-123.004447,gift,Location,"{'addr:housenumber': '4500', 'name:en': 'Location', 'addr:unit': '1617'}"
49.229251,-123.004115,clothes,Pop Art,"{'addr:housenumber': '4500', 'name:en': 'Pop Art', 'addr:street': 'Kingsway', 'addr:unit': '1820'}"
49.2290397,-123.005139,cosmetics,MQ,"{'addr:housenumber': '4500', 'name:en': 'MQ', 'addr:street': 'Kingsway', 'addr:unit': '1205'}"
49.2289374,-123.005043,gift,Misha,"{'addr:housenumber': '4500', 'name:en': 'Misha', 'addr:street': 'Kingsway', 'addr:unit': '1202'}"
49.2288951,-123.0049847,jewelry,M&Y,{'name:en': 'M&Y'}
49.2293413,-123.005233,clothes,Krystal Houseware,"{'addr:housenumber': '4500', 'name:en': 'Krystal Houseware', 'addr:street': 'Kingsway', 'addr:unit': '1235'}"
49.2292378,-123.005044,gift,My.Box,"{'addr:housenumber': '4500', 'name:en': 'My.Box', 'addr:street': 'Kingsway', 'addr:unit': '1317'}"
49.229013,-123.004238,clothes,Muse,"{'addr:housenumber': '4500', 'name:en': 'Muse', 'addr:street': 'Kingsway', 'addr:unit': '1816'}"
49.2294844,-123.004178,clothes,Bz,"{'addr:housenumber': '4500', 'name:en': 'Bz', 'addr:street': 'Kingsway', 'addr:unit': '1633'}"
49.2293247,-123.00514,gift,Yung Kang Enterprises,"{'addr:housenumber': '4500', 'name:en': 'Yung Kang Enterprises', 'addr:street': 'Kingsway', 'addr:unit': '1209'}"
49.2290536,-123.005012,cosmetics,Alana,"{'addr:housenumber': '4500', 'name:en': 'Alana', 'addr:street': 'Kingsway', 'addr:unit': '1313'}"
49.228921,-123.004824,gift,Nature's Essence,"{'addr:housenumber': '4500', 'name:en': ""Nature's Essence"", 'addr:street': 'Kingsway', 'addr:unit': '1309'}"
49.228965,-123.0049,gift,Hut,"{'addr:housenumber': '4500', 'name:en': 'Hut', 'addr:street': 'Kingsway', 'addr:unit': '1311'}"
49.2290651,-123.004194,clothes,109 Shibuya,"{'addr:housenumber': '4500', 'name:en': '109 Shibuya', 'addr:street': 'Kingsway', 'addr:unit': '1817'}"
49.2295972,-123.00448,electronics,iSupport,"{'addr:housenumber': '4500', 'name:en': 'iSupport', 'addr:street': 'Kingsway', 'addr:unit': '1639'}"
49.2290976,-123.005166,gift,Things n Thanks,"{'wheelchair': 'yes', 'addr:housenumber': '4500', 'name:en': 'Things n Thanks', 'addr:street': 'Kingsway', 'level': '0', 'addr:unit': '1206'}"
49.2293588,-123.004034,clothes,Little Dress,"{'addr:housenumber': '4500', 'name:en': 'Little Dress', 'addr:street': 'Kingsway', 'addr:unit': '1629'}"
49.2291867,-123.004014,clothes,Greenfine,"{'addr:housenumber': '4500', 'name:en': 'Greenfine', 'addr:street': 'Kingsway', 'addr:unit': '1626 A'}"
49.2285038,-123.0048988,convenience,Gibo Health,{'name:en': 'Gibo Health'}
49.228748,-123.0047976,convenience,Kingwuu,{'name:en': 'Kingwuu'}
49.2292521,-123.005357,gift,Maxwell,"{'addr:housenumber': '4500', 'name:en': 'Maxwell', 'addr:street': 'Kingsway', 'addr:unit': '2222'}"
49.2287617,-123.004198,jewelry,W.W.,"{'addr:housenumber': '4500', 'name:en': 'W.W.', 'addr:street': 'Kingsway', 'addr:unit': '2811'}"
49.2296221,-123.004139,gift,Reluxe N,"{'addr:housenumber': '4500', 'name:en': 'Reluxe N', 'addr:street': 'Kingsway', 'addr:unit': '2827'}"
49.2289446,-123.005263,gift,Taste,"{'addr:housenumber': '4500', 'name:en': 'Taste', 'addr:street': 'Kingsway', 'addr:unit': '2212'}"
49.2290179,-123.00522,photo,Rainbow,"{'addr:housenumber': '4500', 'name:en': 'Rainbow', 'addr:street': 'Kingsway', 'addr:unit': '2310'}"
49.2285921,-123.0048025,gift,Longevita,{'name:en': 'Longevita'}
49.2286791,-123.0048805,convenience,TF,{'name:en': 'TF'}
49.2284893,-123.0048193,gift,Home Point,{'name:en': 'Home Point'}
49.2285473,-123.0049011,gift,Dr.Bee,{'name:en': 'Dr.Bee'}
49.2286931,-123.0047958,gift,Zgl Shop,{'name:en': 'Zgl Shop'}
49.2292424,-123.0049641,gift,Zakka,"{'addr:housenumber': '4500', 'name:en': 'Zakka', 'addr:street': 'Kingsway', 'addr:unit': '1310'}"
49.2290396,-123.004782,cosmetics,Beauty Court,"{'addr:housenumber': '4500', 'name:en': 'Beauty Court', 'addr:street': 'Kingsway', 'addr:unit': '1321'}"
49.2292033,-123.004849,gift,Gibo Health,"{'addr:housenumber': '4500', 'name:en': 'Gibo Health', 'addr:street': 'Kingsway', 'addr:unit': '1326'}"
49.2291751,-123.005268,gift,Nest Box,"{'addr:housenumber': '4500', 'name:en': 'Nest Box', 'addr:street': 'Kingsway', 'addr:unit': '2313'}"
49.2291219,-123.00535,jewelry,Gold Stone,"{'addr:housenumber': '4500', 'name:en': 'Gold Stone', 'addr:street': 'Kingsway', 'addr:unit': '2219'}"
49.2292951,-123.005354,sports,Se Sports,"{'addr:housenumber': '4500', 'name:en': 'Se Sports', 'addr:street': 'Kingsway', 'addr:unit': '2223'}"
49.2294259,-123.005151,clothes,Hong Kong,"{'addr:housenumber': '4500', 'name:en': 'Hong Kong', 'addr:street': 'Kingsway', 'addr:unit': '2318'}"
49.2286725,-123.0044,gift,La Lumiere,"{'addr:housenumber': '4500', 'name:en': 'La Lumiere', 'addr:street': 'Kingsway', 'addr:unit': '2806'}"
49.2287177,-123.004361,gift,More,"{'addr:housenumber': '4500', 'name:en': 'More', 'addr:street': 'Kingsway', 'addr:unit': '2809'}"
49.228787,-123.00414,shoes,Pedorthic Clinic,"{'addr:housenumber': '4500', 'name:en': 'Pedorthic Clinic', 'addr:street': 'Kingsway', 'addr:unit': '2812'}"
49.2288757,-123.004121,gift,Tobiah,"{'addr:housenumber': '4500', 'name:en': 'Tobiah', 'addr:street': 'Kingsway', 'addr:unit': '2609'}"
49.2288797,-123.004006,jewelry,Fong Fong,"{'addr:housenumber': '4500', 'name:en': 'Fong Fong', 'addr:street': 'Kingsway', 'addr:unit': '2818'}"
49.2289484,-123.004046,clothes,Season Fashion,"{'addr:housenumber': '4500', 'name:en': 'Season Fashion', 'addr:street': 'Kingsway', 'addr:unit': '2611'}"
49.2289188,-123.003959,gift,Hometextileworld,"{'addr:housenumber': '4500', 'name:en': 'Hometextileworld', 'addr:street': 'Kingsway', 'addr:unit': '2819'}"
49.2294931,-123.003942,wine,Pillitteri,"{'addr:housenumber': '4500', 'name:en': 'Pillitteri', 'addr:street': 'Kingsway', 'addr:unit': '2821'}"
49.2296109,-123.004285,gift,AT Music,"{'addr:housenumber': '4500', 'name:en': 'AT Music', 'addr:street': 'Kingsway', 'addr:unit': '2619'}"
49.2292656,-123.0049422,gift,Piece,{'name:en': 'Piece'}
49.2293075,-123.0049202,gift,Everyday,{'name:en': 'Everyday'}
49.2289739,-123.005183,jewelry,Wing Wah,"{'addr:housenumber': '4500', 'name:en': 'Wing Wah', 'addr:street': 'Kingsway', 'addr:unit': '2309'}"
49.2292483,-123.004844,gift,Pfc Home,"{'addr:housenumber': '4500', 'name:en': 'Pfc Home', 'addr:street': 'Kingsway', 'addr:unit': '1327'}"
49.2313912,-123.0058037,convenience,Amigos Mios Mexican & Latino Grocery Store,"{'phone': '+1 604-451-7788', 'addr:unit': '9', 'survey:date': '2021-02-10'}"
49.2312906,-123.005901,photo,Kerrisdale Cameras,"{'wheelchair': 'yes', 'website': 'https://kerrisdalecameras.com/contact-information#burnaby', 'addr:housenumber': '4429', 'phone': '+1-604-437-8551', 'opening_hours': 'Mo-Fr 10:00-18:00; Sa 10:00-17:30; Su 11:00-16:00', 'name:en': 'Kerrisdale Cameras', 'addr:street': 'Kingsway', 'email': 'burnaby@kerrisdalecameras.com', 'addr:unit': '7', 'addr:city': 'Burnaby'}"
